team,team_against,week,matchup_type,points_for,points_against,league_id
Chip Kelly,Ray Rice Plays Nice,8,REGULAR_SEASON,95.36,117.04,102154
Beats by Bell,It’s Always Sony,8,REGULAR_SEASON,111.4,51,102154
It’s Always Sony,Beats by Bell,8,REGULAR_SEASON,51,111.4,102154
LPCP,Robert Woods Johnson,8,REGULAR_SEASON,120.08,95.28,102154
Robert Woods Johnson,LPCP,8,REGULAR_SEASON,95.28,120.08,102154
Muffin Lords,It’s Always Sony,9,REGULAR_SEASON,53.56,97.84,102154
It’s Always Sony,Muffin Lords,9,REGULAR_SEASON,97.84,53.56,102154
Ballhogs2,Powell for President,9,REGULAR_SEASON,66.54,111.5,102154
Powell for President,Ballhogs2,9,REGULAR_SEASON,111.5,66.54,102154
Curse Of The Rexbino,Ray Rice Plays Nice,9,REGULAR_SEASON,85.2,70.62,102154
Ray Rice Plays Nice,Curse Of The Rexbino,9,REGULAR_SEASON,70.62,85.2,102154
Game of Zones,Chip Kelly,9,REGULAR_SEASON,101.96,108.88,102154
Chip Kelly,Game of Zones,9,REGULAR_SEASON,108.88,101.96,102154
Beat by the Bell,LPCP,9,REGULAR_SEASON,106.12,93.26,102154
LPCP,Beat by the Bell,9,REGULAR_SEASON,93.26,106.12,102154
Beats by Bell,Robert Woods Johnson,9,REGULAR_SEASON,89.12,126,102154
Robert Woods Johnson,Beats by Bell,9,REGULAR_SEASON,126,89.12,102154
Muffin Lords,Ray Rice Plays Nice,10,REGULAR_SEASON,98.76,72,102154
Ray Rice Plays Nice,Muffin Lords,10,REGULAR_SEASON,72,98.76,102154
Ballhogs2,LPCP,10,REGULAR_SEASON,131.02,151.96,102154
LPCP,Ballhogs2,10,REGULAR_SEASON,151.96,131.02,102154
Curse Of The Rexbino,Game of Zones,10,REGULAR_SEASON,85.06,113.8,102154
Game of Zones,Curse Of The Rexbino,10,REGULAR_SEASON,113.8,85.06,102154
Powell for President,Chip Kelly,10,REGULAR_SEASON,122.32,70.92,102154
Chip Kelly,Powell for President,10,REGULAR_SEASON,70.92,122.32,102154
Beat by the Bell,Beats by Bell,10,REGULAR_SEASON,97.62,121.6,102154
Beats by Bell,Beat by the Bell,10,REGULAR_SEASON,121.6,97.62,102154
It’s Always Sony,Robert Woods Johnson,10,REGULAR_SEASON,113.4,96.5,102154
Robert Woods Johnson,It’s Always Sony,10,REGULAR_SEASON,96.5,113.4,102154
Muffin Lords,Robert Woods Johnson,11,REGULAR_SEASON,93.58,132.94,102154
Robert Woods Johnson,Muffin Lords,11,REGULAR_SEASON,132.94,93.58,102154
Ballhogs2,Beats by Bell,11,REGULAR_SEASON,106.72,68.62,102154
Beats by Bell,Ballhogs2,11,REGULAR_SEASON,68.62,106.72,102154
Curse Of The Rexbino,Powell for President,11,REGULAR_SEASON,110.02,85.2,102154
Powell for President,Curse Of The Rexbino,11,REGULAR_SEASON,85.2,110.02,102154
Ray Rice Plays Nice,Game of Zones,11,REGULAR_SEASON,111.74,103.58,102154
Game of Zones,Ray Rice Plays Nice,11,REGULAR_SEASON,103.58,111.74,102154
Beat by the Bell,It’s Always Sony,11,REGULAR_SEASON,95.44,121.32,102154
It’s Always Sony,Beat by the Bell,11,REGULAR_SEASON,121.32,95.44,102154
LPCP,Chip Kelly,11,REGULAR_SEASON,131.58,104.08,102154
Chip Kelly,LPCP,11,REGULAR_SEASON,104.08,131.58,102154
Muffin Lords,Game of Zones,12,REGULAR_SEASON,76.08,122.38,102154
Game of Zones,Muffin Lords,12,REGULAR_SEASON,122.38,76.08,102154
Ballhogs2,It’s Always Sony,12,REGULAR_SEASON,80.3,119.04,102154
It’s Always Sony,Ballhogs2,12,REGULAR_SEASON,119.04,80.3,102154
Curse Of The Rexbino,LPCP,12,REGULAR_SEASON,98.22,99.12,102154
LPCP,Curse Of The Rexbino,12,REGULAR_SEASON,99.12,98.22,102154
Powell for President,Ray Rice Plays Nice,12,REGULAR_SEASON,77.56,76.54,102154
Ray Rice Plays Nice,Powell for President,12,REGULAR_SEASON,76.54,77.56,102154
Beat by the Bell,Robert Woods Johnson,12,REGULAR_SEASON,98.86,94.78,102154
Robert Woods Johnson,Beat by the Bell,12,REGULAR_SEASON,94.78,98.86,102154
Beats by Bell,Chip Kelly,12,REGULAR_SEASON,107.6,82.94,102154
Chip Kelly,Beats by Bell,12,REGULAR_SEASON,82.94,107.6,102154
Muffin Lords,Beat by the Bell,13,REGULAR_SEASON,93.06,96.86,102154
Beat by the Bell,Muffin Lords,13,REGULAR_SEASON,96.86,93.06,102154
Ballhogs2,Robert Woods Johnson,13,REGULAR_SEASON,64.84,67.04,102154
Robert Woods Johnson,Ballhogs2,13,REGULAR_SEASON,67.04,64.84,102154
Curse Of The Rexbino,Beats by Bell,13,REGULAR_SEASON,114.7,103.5,102154
Beats by Bell,Curse Of The Rexbino,13,REGULAR_SEASON,103.5,114.7,102154
Powell for President,Game of Zones,13,REGULAR_SEASON,70,90.12,102154
Game of Zones,Powell for President,13,REGULAR_SEASON,90.12,70,102154
Ray Rice Plays Nice,LPCP,13,REGULAR_SEASON,62.84,87.82,102154
LPCP,Ray Rice Plays Nice,13,REGULAR_SEASON,87.82,62.84,102154
It’s Always Sony,Chip Kelly,13,REGULAR_SEASON,68.08,116.9,102154
Chip Kelly,It’s Always Sony,13,REGULAR_SEASON,116.9,68.08,102154
Muffin Lords,Ballhogs2,14,PLAYOFF,86.02,46.3,102154
Ballhogs2,Muffin Lords,14,PLAYOFF,46.3,86.02,102154
Curse Of The Rexbino,Robert Woods Johnson,14,PLAYOFF,124.08,107.68,102154
Robert Woods Johnson,Curse Of The Rexbino,14,PLAYOFF,107.68,124.08,102154
Powell for President,It’s Always Sony,14,PLAYOFF,73.08,60.44,102154
It’s Always Sony,Powell for President,14,PLAYOFF,60.44,73.08,102154
Ray Rice Plays Nice,Chip Kelly,14,PLAYOFF,95.92,57.5,102154
Chip Kelly,Ray Rice Plays Nice,14,PLAYOFF,57.5,95.92,102154
Muffin Lords,Beats by Bell,15,PLAYOFF,88.58,87.16,102154
Beats by Bell,Muffin Lords,15,PLAYOFF,87.16,88.58,102154
Ballhogs2,Chip Kelly,15,PLAYOFF,43.76,57.04,102154
Chip Kelly,Ballhogs2,15,PLAYOFF,57.04,43.76,102154
Curse Of The Rexbino,LPCP,15,PLAYOFF,66.32,80.74,102154
LPCP,Curse Of The Rexbino,15,PLAYOFF,80.74,66.32,102154
Powell for President,Game of Zones,15,PLAYOFF,71,103.7,102154
Game of Zones,Powell for President,15,PLAYOFF,103.7,71,102154
Ray Rice Plays Nice,Beat by the Bell,15,PLAYOFF,78,60.62,102154
Beat by the Bell,Ray Rice Plays Nice,15,PLAYOFF,60.62,78,102154
It’s Always Sony,Robert Woods Johnson,15,PLAYOFF,62.22,120.24,102154
Robert Woods Johnson,It’s Always Sony,15,PLAYOFF,120.24,62.22,102154
Muffin Lords,Ray Rice Plays Nice,16,PLAYOFF,60.42,59.6,102154
Ray Rice Plays Nice,Muffin Lords,16,PLAYOFF,59.6,60.42,102154
Curse Of The Rexbino,Powell for President,16,PLAYOFF,121.34,123.54,102154
Powell for President,Curse Of The Rexbino,16,PLAYOFF,123.54,121.34,102154
Game of Zones,LPCP,16,CHAMPIONSHIP,99.48,138.38,102154
LPCP,Game of Zones,16,CHAMPIONSHIP,138.38,99.48,102154
Beat by the Bell,Beats by Bell,16,PLAYOFF,69.14,86.46,102154
Beats by Bell,Beat by the Bell,16,PLAYOFF,86.46,69.14,102154
Muffin Lamars,No Moore Pissed Goff,1,REGULAR_SEASON,98.48,105.74,84229
No Moore Pissed Goff,Muffin Lamars,1,REGULAR_SEASON,105.74,98.48,84229
No Luck is Good Luck,DJ's BJ's in PJ's,1,REGULAR_SEASON,117.32,116.6,84229
DJ's BJ's in PJ's,No Luck is Good Luck,1,REGULAR_SEASON,116.6,117.32,84229
DJ Mix 'n Kittle,Game of Zones,1,REGULAR_SEASON,120.92,95.74,84229
Game of Zones,DJ Mix 'n Kittle,1,REGULAR_SEASON,95.74,120.92,84229
Let Tom Down,Kittles 'N Bits,1,REGULAR_SEASON,117.28,120.32,84229
Kittles 'N Bits,Let Tom Down,1,REGULAR_SEASON,120.32,117.28,84229
MarlonMacsMartianSac,Last Manning Standin,1,REGULAR_SEASON,107.74,131.58,84229
Last Manning Standin,MarlonMacsMartianSac,1,REGULAR_SEASON,131.58,107.74,84229
'my only hope'-cohen,Melvini Vidi Victus,1,REGULAR_SEASON,94.46,148.26,84229
Melvini Vidi Victus,'my only hope'-cohen,1,REGULAR_SEASON,148.26,94.46,84229
Muffin Lamars,Game of Zones,2,REGULAR_SEASON,104.62,100.22,84229
Game of Zones,Muffin Lamars,2,REGULAR_SEASON,100.22,104.62,84229
No Luck is Good Luck,Let Tom Down,2,REGULAR_SEASON,118.52,124.7,84229
Let Tom Down,No Luck is Good Luck,2,REGULAR_SEASON,124.7,118.52,84229
DJ Mix 'n Kittle,DJ's BJ's in PJ's,2,REGULAR_SEASON,92.9,126.46,84229
DJ's BJ's in PJ's,DJ Mix 'n Kittle,2,REGULAR_SEASON,126.46,92.9,84229
MarlonMacsMartianSac,'my only hope'-cohen,2,REGULAR_SEASON,162.16,77.62,84229
'my only hope'-cohen,MarlonMacsMartianSac,2,REGULAR_SEASON,77.62,162.16,84229
Kittles 'N Bits,Melvini Vidi Victus,2,REGULAR_SEASON,99.2,128.3,84229
Melvini Vidi Victus,Kittles 'N Bits,2,REGULAR_SEASON,128.3,99.2,84229
No Moore Pissed Goff,Last Manning Standin,2,REGULAR_SEASON,65.54,86.68,84229
Last Manning Standin,No Moore Pissed Goff,2,REGULAR_SEASON,86.68,65.54,84229
Muffin Lamars,DJ's BJ's in PJ's,3,REGULAR_SEASON,105.34,108.44,84229
DJ's BJ's in PJ's,Muffin Lamars,3,REGULAR_SEASON,108.44,105.34,84229
No Luck is Good Luck,Melvini Vidi Victus,3,REGULAR_SEASON,115.1,159.2,84229
Melvini Vidi Victus,No Luck is Good Luck,3,REGULAR_SEASON,159.2,115.1,84229
DJ Mix 'n Kittle,Let Tom Down,3,REGULAR_SEASON,110.82,108.82,84229
Let Tom Down,DJ Mix 'n Kittle,3,REGULAR_SEASON,108.82,110.82,84229
MarlonMacsMartianSac,No Moore Pissed Goff,3,REGULAR_SEASON,151.72,109.26,84229
No Moore Pissed Goff,MarlonMacsMartianSac,3,REGULAR_SEASON,109.26,151.72,84229
Kittles 'N Bits,'my only hope'-cohen,3,REGULAR_SEASON,111.86,145.42,84229
'my only hope'-cohen,Kittles 'N Bits,3,REGULAR_SEASON,145.42,111.86,84229
Game of Zones,Last Manning Standin,3,REGULAR_SEASON,98.18,140.38,84229
Last Manning Standin,Game of Zones,3,REGULAR_SEASON,140.38,98.18,84229
Muffin Lamars,Let Tom Down,4,REGULAR_SEASON,96.62,58.2,84229
Let Tom Down,Muffin Lamars,4,REGULAR_SEASON,58.2,96.62,84229
No Luck is Good Luck,'my only hope'-cohen,4,REGULAR_SEASON,137.88,121.28,84229
'my only hope'-cohen,No Luck is Good Luck,4,REGULAR_SEASON,121.28,137.88,84229
DJ Mix 'n Kittle,Melvini Vidi Victus,4,REGULAR_SEASON,110.64,120.78,84229
Melvini Vidi Victus,DJ Mix 'n Kittle,4,REGULAR_SEASON,120.78,110.64,84229
MarlonMacsMartianSac,Kittles 'N Bits,4,REGULAR_SEASON,104,114.3,84229
Kittles 'N Bits,MarlonMacsMartianSac,4,REGULAR_SEASON,114.3,104,84229
Game of Zones,No Moore Pissed Goff,4,REGULAR_SEASON,95.38,91.56,84229
No Moore Pissed Goff,Game of Zones,4,REGULAR_SEASON,91.56,95.38,84229
Last Manning Standin,DJ's BJ's in PJ's,4,REGULAR_SEASON,101.1,79.1,84229
DJ's BJ's in PJ's,Last Manning Standin,4,REGULAR_SEASON,79.1,101.1,84229
Muffin Lamars,Melvini Vidi Victus,5,REGULAR_SEASON,114.34,109.42,84229
Melvini Vidi Victus,Muffin Lamars,5,REGULAR_SEASON,109.42,114.34,84229
No Luck is Good Luck,Kittles 'N Bits,5,REGULAR_SEASON,157.96,122.62,84229
Kittles 'N Bits,No Luck is Good Luck,5,REGULAR_SEASON,122.62,157.96,84229
DJ Mix 'n Kittle,'my only hope'-cohen,5,REGULAR_SEASON,120.16,88.76,84229
'my only hope'-cohen,DJ Mix 'n Kittle,5,REGULAR_SEASON,88.76,120.16,84229
Let Tom Down,Last Manning Standin,5,REGULAR_SEASON,162.16,123.38,84229
Last Manning Standin,Let Tom Down,5,REGULAR_SEASON,123.38,162.16,84229
MarlonMacsMartianSac,Game of Zones,5,REGULAR_SEASON,136.5,96.6,84229
Game of Zones,MarlonMacsMartianSac,5,REGULAR_SEASON,96.6,136.5,84229
No Moore Pissed Goff,DJ's BJ's in PJ's,5,REGULAR_SEASON,133.26,106.22,84229
DJ's BJ's in PJ's,No Moore Pissed Goff,5,REGULAR_SEASON,106.22,133.26,84229
Muffin Lamars,'my only hope'-cohen,6,REGULAR_SEASON,130.26,109.82,84229
'my only hope'-cohen,Muffin Lamars,6,REGULAR_SEASON,109.82,130.26,84229
No Luck is Good Luck,MarlonMacsMartianSac,6,REGULAR_SEASON,89.52,144.36,84229
MarlonMacsMartianSac,No Luck is Good Luck,6,REGULAR_SEASON,144.36,89.52,84229
DJ Mix 'n Kittle,Kittles 'N Bits,6,REGULAR_SEASON,115.4,86.12,84229
Kittles 'N Bits,DJ Mix 'n Kittle,6,REGULAR_SEASON,86.12,115.4,84229
Let Tom Down,No Moore Pissed Goff,6,REGULAR_SEASON,123.78,125.82,84229
No Moore Pissed Goff,Let Tom Down,6,REGULAR_SEASON,125.82,123.78,84229
Game of Zones,DJ's BJ's in PJ's,6,REGULAR_SEASON,58.52,117.68,84229
DJ's BJ's in PJ's,Game of Zones,6,REGULAR_SEASON,117.68,58.52,84229
Last Manning Standin,Melvini Vidi Victus,6,REGULAR_SEASON,73.68,139.14,84229
Melvini Vidi Victus,Last Manning Standin,6,REGULAR_SEASON,139.14,73.68,84229
Muffin Lamars,Kittles 'N Bits,7,REGULAR_SEASON,173.84,121.32,84229
Kittles 'N Bits,Muffin Lamars,7,REGULAR_SEASON,121.32,173.84,84229
No Luck is Good Luck,DJ Mix 'n Kittle,7,REGULAR_SEASON,120.5,88.3,84229
DJ Mix 'n Kittle,No Luck is Good Luck,7,REGULAR_SEASON,88.3,120.5,84229
Let Tom Down,Game of Zones,7,REGULAR_SEASON,97.3,79.72,84229
Game of Zones,Let Tom Down,7,REGULAR_SEASON,79.72,97.3,84229
MarlonMacsMartianSac,DJ's BJ's in PJ's,7,REGULAR_SEASON,79.58,87.54,84229
DJ's BJ's in PJ's,MarlonMacsMartianSac,7,REGULAR_SEASON,87.54,79.58,84229
No Moore Pissed Goff,Melvini Vidi Victus,7,REGULAR_SEASON,126.56,77.8,84229
Melvini Vidi Victus,No Moore Pissed Goff,7,REGULAR_SEASON,77.8,126.56,84229
'my only hope'-cohen,Last Manning Standin,7,REGULAR_SEASON,124.72,88.18,84229
Last Manning Standin,'my only hope'-cohen,7,REGULAR_SEASON,88.18,124.72,84229
Muffin Lamars,No Luck is Good Luck,8,REGULAR_SEASON,120.36,141.68,84229
No Luck is Good Luck,Muffin Lamars,8,REGULAR_SEASON,141.68,120.36,84229
DJ Mix 'n Kittle,MarlonMacsMartianSac,8,REGULAR_SEASON,92.78,116.26,84229
MarlonMacsMartianSac,DJ Mix 'n Kittle,8,REGULAR_SEASON,116.26,92.78,84229
Let Tom Down,DJ's BJ's in PJ's,8,REGULAR_SEASON,130.96,96.96,84229
DJ's BJ's in PJ's,Let Tom Down,8,REGULAR_SEASON,96.96,130.96,84229
Kittles 'N Bits,Last Manning Standin,8,REGULAR_SEASON,127,130.34,84229
Last Manning Standin,Kittles 'N Bits,8,REGULAR_SEASON,130.34,127,84229
Game of Zones,Melvini Vidi Victus,8,REGULAR_SEASON,134.7,105.78,84229
Melvini Vidi Victus,Game of Zones,8,REGULAR_SEASON,105.78,134.7,84229
No Moore Pissed Goff,'my only hope'-cohen,8,REGULAR_SEASON,139.1,123.34,84229
'my only hope'-cohen,No Moore Pissed Goff,8,REGULAR_SEASON,123.34,139.1,84229
Muffin Lamars,DJ Mix 'n Kittle,9,REGULAR_SEASON,95.02,98,84229
DJ Mix 'n Kittle,Muffin Lamars,9,REGULAR_SEASON,98,95.02,84229
No Luck is Good Luck,Last Manning Standin,9,REGULAR_SEASON,96.18,155.96,84229
Last Manning Standin,No Luck is Good Luck,9,REGULAR_SEASON,155.96,96.18,84229
Let Tom Down,MarlonMacsMartianSac,9,REGULAR_SEASON,94.68,93.66,84229
MarlonMacsMartianSac,Let Tom Down,9,REGULAR_SEASON,93.66,94.68,84229
Kittles 'N Bits,No Moore Pissed Goff,9,REGULAR_SEASON,121.46,92.8,84229
No Moore Pissed Goff,Kittles 'N Bits,9,REGULAR_SEASON,92.8,121.46,84229
Game of Zones,'my only hope'-cohen,9,REGULAR_SEASON,87.54,100.9,84229
'my only hope'-cohen,Game of Zones,9,REGULAR_SEASON,100.9,87.54,84229
Melvini Vidi Victus,DJ's BJ's in PJ's,9,REGULAR_SEASON,162.68,118.6,84229
DJ's BJ's in PJ's,Melvini Vidi Victus,9,REGULAR_SEASON,118.6,162.68,84229
Muffin Lamars,MarlonMacsMartianSac,10,REGULAR_SEASON,116.42,100.7,84229
MarlonMacsMartianSac,Muffin Lamars,10,REGULAR_SEASON,100.7,116.42,84229
No Luck is Good Luck,No Moore Pissed Goff,10,REGULAR_SEASON,156.94,82.1,84229
No Moore Pissed Goff,No Luck is Good Luck,10,REGULAR_SEASON,82.1,156.94,84229
DJ Mix 'n Kittle,Last Manning Standin,10,REGULAR_SEASON,102.66,99.06,84229
Last Manning Standin,DJ Mix 'n Kittle,10,REGULAR_SEASON,99.06,102.66,84229
Let Tom Down,Melvini Vidi Victus,10,REGULAR_SEASON,111.82,129,84229
Melvini Vidi Victus,Let Tom Down,10,REGULAR_SEASON,129,111.82,84229
Kittles 'N Bits,Game of Zones,10,REGULAR_SEASON,105.14,113.52,84229
Game of Zones,Kittles 'N Bits,10,REGULAR_SEASON,113.52,105.14,84229
'my only hope'-cohen,DJ's BJ's in PJ's,10,REGULAR_SEASON,124.1,102.2,84229
DJ's BJ's in PJ's,'my only hope'-cohen,10,REGULAR_SEASON,102.2,124.1,84229
Muffin Lamars,Last Manning Standin,11,REGULAR_SEASON,148.04,93.22,84229
Last Manning Standin,Muffin Lamars,11,REGULAR_SEASON,93.22,148.04,84229
No Luck is Good Luck,Game of Zones,11,REGULAR_SEASON,76.2,97.88,84229
Game of Zones,No Luck is Good Luck,11,REGULAR_SEASON,97.88,76.2,84229
DJ Mix 'n Kittle,No Moore Pissed Goff,11,REGULAR_SEASON,113.82,71.52,84229
No Moore Pissed Goff,DJ Mix 'n Kittle,11,REGULAR_SEASON,71.52,113.82,84229
Let Tom Down,'my only hope'-cohen,11,REGULAR_SEASON,121.9,69.22,84229
'my only hope'-cohen,Let Tom Down,11,REGULAR_SEASON,69.22,121.9,84229
MarlonMacsMartianSac,Melvini Vidi Victus,11,REGULAR_SEASON,140.14,102.32,84229
Melvini Vidi Victus,MarlonMacsMartianSac,11,REGULAR_SEASON,102.32,140.14,84229
Kittles 'N Bits,DJ's BJ's in PJ's,11,REGULAR_SEASON,77.32,115.38,84229
DJ's BJ's in PJ's,Kittles 'N Bits,11,REGULAR_SEASON,115.38,77.32,84229
Muffin Lamars,No Moore Pissed Goff,12,REGULAR_SEASON,123.04,122.22,84229
No Moore Pissed Goff,Muffin Lamars,12,REGULAR_SEASON,122.22,123.04,84229
No Luck is Good Luck,DJ's BJ's in PJ's,12,REGULAR_SEASON,93.8,88.56,84229
DJ's BJ's in PJ's,No Luck is Good Luck,12,REGULAR_SEASON,88.56,93.8,84229
DJ Mix 'n Kittle,Game of Zones,12,REGULAR_SEASON,136.86,112.2,84229
Game of Zones,DJ Mix 'n Kittle,12,REGULAR_SEASON,112.2,136.86,84229
Let Tom Down,Kittles 'N Bits,12,REGULAR_SEASON,94.22,105.12,84229
Kittles 'N Bits,Let Tom Down,12,REGULAR_SEASON,105.12,94.22,84229
MarlonMacsMartianSac,Last Manning Standin,12,REGULAR_SEASON,57.02,132.78,84229
Last Manning Standin,MarlonMacsMartianSac,12,REGULAR_SEASON,132.78,57.02,84229
'my only hope'-cohen,Melvini Vidi Victus,12,REGULAR_SEASON,81.64,104.44,84229
Melvini Vidi Victus,'my only hope'-cohen,12,REGULAR_SEASON,104.44,81.64,84229
Muffin Lamars,Game of Zones,13,REGULAR_SEASON,123.86,93.5,84229
Game of Zones,Muffin Lamars,13,REGULAR_SEASON,93.5,123.86,84229
No Luck is Good Luck,Let Tom Down,13,REGULAR_SEASON,81.58,125.74,84229
Let Tom Down,No Luck is Good Luck,13,REGULAR_SEASON,125.74,81.58,84229
DJ Mix 'n Kittle,DJ's BJ's in PJ's,13,REGULAR_SEASON,115.48,106.14,84229
DJ's BJ's in PJ's,DJ Mix 'n Kittle,13,REGULAR_SEASON,106.14,115.48,84229
MarlonMacsMartianSac,'my only hope'-cohen,13,REGULAR_SEASON,100.2,108.82,84229
'my only hope'-cohen,MarlonMacsMartianSac,13,REGULAR_SEASON,108.82,100.2,84229
Kittles 'N Bits,Melvini Vidi Victus,13,REGULAR_SEASON,115.92,107.98,84229
Melvini Vidi Victus,Kittles 'N Bits,13,REGULAR_SEASON,107.98,115.92,84229
No Moore Pissed Goff,Last Manning Standin,13,REGULAR_SEASON,87.82,146.12,84229
Last Manning Standin,No Moore Pissed Goff,13,REGULAR_SEASON,146.12,87.82,84229
No Luck is Good Luck,Last Manning Standin,14,PLAYOFF,145.32,159.36,84229
Last Manning Standin,No Luck is Good Luck,14,PLAYOFF,159.36,145.32,84229
Let Tom Down,Melvini Vidi Victus,14,PLAYOFF,129.42,110.62,84229
Melvini Vidi Victus,Let Tom Down,14,PLAYOFF,110.62,129.42,84229
Game of Zones,'my only hope'-cohen,14,PLAYOFF,98.64,101.46,84229
'my only hope'-cohen,Game of Zones,14,PLAYOFF,101.46,98.64,84229
No Moore Pissed Goff,DJ's BJ's in PJ's,14,PLAYOFF,144.78,80.64,84229
DJ's BJ's in PJ's,No Moore Pissed Goff,14,PLAYOFF,80.64,144.78,84229
Muffin Lamars,Last Manning Standin,15,PLAYOFF,146.06,95.78,84229
Last Manning Standin,Muffin Lamars,15,PLAYOFF,95.78,146.06,84229
No Luck is Good Luck,Melvini Vidi Victus,15,PLAYOFF,115.38,122.84,84229
Melvini Vidi Victus,No Luck is Good Luck,15,PLAYOFF,122.84,115.38,84229
DJ Mix 'n Kittle,Let Tom Down,15,PLAYOFF,127.06,134.92,84229
Let Tom Down,DJ Mix 'n Kittle,15,PLAYOFF,134.92,127.06,84229
MarlonMacsMartianSac,No Moore Pissed Goff,15,PLAYOFF,131.84,108.46,84229
No Moore Pissed Goff,MarlonMacsMartianSac,15,PLAYOFF,108.46,131.84,84229
Kittles 'N Bits,'my only hope'-cohen,15,PLAYOFF,83.02,80.5,84229
'my only hope'-cohen,Kittles 'N Bits,15,PLAYOFF,80.5,83.02,84229
Game of Zones,DJ's BJ's in PJ's,15,PLAYOFF,115.38,90.56,84229
DJ's BJ's in PJ's,Game of Zones,15,PLAYOFF,90.56,115.38,84229
Muffin Lamars,Let Tom Down,16,CHAMPIONSHIP,125.4,106.56,84229
Let Tom Down,Muffin Lamars,16,CHAMPIONSHIP,106.56,125.4,84229
DJ Mix 'n Kittle,Last Manning Standin,16,PLAYOFF,86.48,100.84,84229
Last Manning Standin,DJ Mix 'n Kittle,16,PLAYOFF,100.84,86.48,84229
MarlonMacsMartianSac,Kittles 'N Bits,16,PLAYOFF,126.6,58.8,84229
Kittles 'N Bits,MarlonMacsMartianSac,16,PLAYOFF,58.8,126.6,84229
No Moore Pissed Goff,'my only hope'-cohen,16,PLAYOFF,106.08,69.3,84229
'my only hope'-cohen,No Moore Pissed Goff,16,PLAYOFF,69.3,106.08,84229